county_name,State,county formatted,crime_rate_per_100000,PCTPOVALL_2020,diversity index,noaa/temp-jan,noaa/temp-apr,noaa/temp-jul,noaa/temp-oct,edu/some-college,bls/2020/unemployed,life-expectancy,population/2019,avg_income,poverty-rate,Unemployment_rate,cost-of-living/living_wage,cost-of-living/food_costs,cost-of-living/medical_costs,cost-of-living/housing_costs,cost-of-living/tax_costs
"Perry County, PA", PA,Perry County PA,164.6108599,8.5,0.076038,29.2,50.9,73.8,52.3,23.4,1629,78.01,46272,44693,8.9,6.8,12.84,3690,2729,7452,3726
"Perry County, TN", TN,Perry County TN,292.2861863,16.1,0.133735,36.8,58.2,77.8,58.7,24.9,284,74.24,8076,34268,14.4,4.7,12.11,3177,2813,5880,3513
"Pershing County, NV", NV,Pershing County NV,1148.756725,18.1,0.490852,30.7,49.6,74.9,51.7,32.6,123,78.36,6725,32592,17.6,9.2,12.01,3792,2614,5580,3484
"Person County, NC", NC,Person County NC,272.4310011,13.5,0.481742,37,56.5,76.6,57.2,33.5,1332,76.61,39490,38202,15.4,7.3,13.33,3177,2728,6540,5475
"Petersburg city, VA", VA,Petersburg City VA,559.3459955,20.8,0.366982,37.8,57.9,79.2,59.3,27.3,1877,72.16,31346,40352,21.6,6.8,15.95,3177,2866,10788,6544
"Petroleum County, MT", MT,Petroleum County MT,222.4670289,15,0.051088,25.6,45.9,70.5,47.9,26.9,9,79.24,487,35772,14.8,5.2,14.34,3792,2450,7320,6764
"Pettis County, MO", MO,Pettis County MO,281.9571141,15.5,0.255723,30.2,55.1,78,56.7,33.7,1408,78.05,42339,37763,12.9,6.7,13.2,3246,2681,5880,5701
"Phelps County, MO", MO,Phelps County MO,265.5835026,17.5,0.199795,30.9,55.7,78.3,57.3,28.7,943,77.26,44573,39132,17,7.4,13.14,3246,2681,5784,5677
"Phelps County, NE", NE,Phelps County NE,108.5422772,11.3,0.130468,25.7,49.4,75,51.9,39.9,148,79.86,9034,52792,10,5.5,12.89,3246,2783,5460,5385
"Philadelphia County, PA", PA,Philadelphia County PA,1150.29633,19.4,0.649776,33.9,54.4,78.1,57.9,22.4,89529,75.49,1584064,55747,23,6.6,14.47,3690,2729,10368,4199
"Phillips County, AR", AR,Phillips County AR,818.6675817,22.1,0.490589,40.5,62.6,82.5,63.8,34.6,580,71.28,17782,31128,33.3,4.7,12.85,3177,2633,5196,5927
"Phillips County, CO", CO,Phillips County CO,22.95684114,10.2,0.362141,27,47.1,73.1,49.1,31.6,66,80.42,4265,44399,10.4,6.8,13.33,3792,2810,6468,5152
"Phillips County, KS", KS,Phillips County KS,180.5054152,10.9,0.104032,27.8,51.7,78.9,53.9,34,91,78.37,5234,51320,11,6.7,13.16,3246,2543,6288,5364
"Phillips County, MT", MT,Phillips County MT,167.5041876,14.9,0.267673,16.8,44.6,69.6,44.7,34.2,93,78.73,3954,39172,14.3,6.6,13.48,3792,2450,5904,6391
"Piatt County, IL", IL,Piatt County IL,158.2182194,6.4,0.064624,24.3,51.5,73.4,53.1,31.4,453,79.4,16344,54258,6.5,6.6,14.68,3246,2862,8700,5786
"Pickaway County, OH", OH,Pickaway County OH,111.8925831,12.5,0.129649,29.1,52.2,74,54.5,26.2,1797,77.5,58457,41131,11.5,6.3,14.12,3246,2720,8124,5345
"Pickens County, AL", AL,Pickens County AL,216.4836864,22.7,0.520742,43.4,62.7,80.9,63.7,30.2,499,74.55,19930,32551,24.3,6.3,12.89,3177,2889,5832,5122
"Pickens County, GA", GA,Pickens County GA,192.6717144,10.5,0.122603,39,57.8,76.1,59.3,30.7,717,77.37,32591,47887,10.3,5.4,16.72,3177,2713,11952,7126
"Pickens County, SC", SC,Pickens County SC,378.0387052,15.3,0.243706,39.6,58.5,78,60,30.3,3037,76.98,126884,38344,15.3,4.7,14.39,3177,2662,7536,6762
"Pickett County, TN", TN,Pickett County TN,98.23182711,16.5,0.049143,34.9,55.7,74.7,57.2,26.7,137,76.18,5048,39686,17.8,5.2,12.12,3177,2813,5904,3517
"Pierce County, GA", GA,Pierce County GA,322.1037068,16.5,0.286337,49,64.6,81.4,67,28.1,385,74.67,19465,36065,16.4,4.9,13.54,3177,2713,6672,5810
"Pierce County, ND", ND,Pierce County ND,44.93372276,11,0.136477,6.4,41.8,67.7,42,37.2,73,79.48,3975,52070,11.6,6,12.63,3246,2632,6468,3985
"Pierce County, NE", NE,Pierce County NE,27.97202797,8.2,0.058792,20.1,47.8,74.8,49.6,39,136,80.4,7148,57141,9.3,4.9,12.89,3246,2783,5460,5385
"Pierce County, WA", WA,Pierce County WA,428.3049688,8.7,0.499671,38.2,46.5,62.7,49.4,37.1,43374,78.72,904980,52114,9.4,4.5,15.1,3792,2206,11532,4383
"Pierce County, WI", WI,Pierce County WI,190.3553299,7.3,0.094973,14,45.5,70.6,47.6,33.9,1725,81.29,42754,45936,9.8,3.4,15.71,3246,2754,9840,6903
"Pike County, AL", AL,Pike County AL,413.929632,19.7,0.536147,46.6,63.4,80.4,65.4,25.5,772,74.9,33114,37359,21.8,7.8,12.67,3177,2889,5460,5035
"Pike County, AR", AR,Pike County AR,80.52250157,18.6,0.223297,39.8,59.4,78.8,61.2,32,252,75.73,10718,33113,16.9,3.7,13.61,3177,2633,6456,6241
"Pike County, GA", GA,Pike County GA,61.81164307,10.1,0.248532,44.3,61.9,79.5,63.9,29.3,432,75.85,18962,39851,8.7,7.5,16.72,3177,2713,11952,7126
"Pike County, IL", IL,Pike County IL,24.76780186,13.5,0.083544,26.3,52.8,75.8,54.4,32.2,405,78.53,15561,42768,14.4,6.5,13.26,3246,2862,6300,5225
"Pike County, IN", IN,Pike County IN,134.0376882,9.7,0.056939,30.4,55,76.6,56.6,30.9,362,77.64,12389,40714,9.4,3.5,12.57,3246,2848,5580,4537
"Pike County, KY", KY,Pike County KY,37.86683496,23.7,0.053083,32,53.5,71.9,53.8,24.5,1622,72.41,57876,36319,24,3.6,13.52,3177,3022,6384,5738
"Pike County, MO", MO,Pike County MO,80.34709947,14.9,0.208756,27.4,53.6,76.9,55.4,21,412,77.26,18302,34828,17.6,4.5,12.9,3246,2681,5388,5578
"Pike County, MS", MS,Pike County MS,242.4151547,26.5,0.522646,48.4,65.1,80.8,66.7,30.7,1308,73.42,39288,31048,26.2,3.6,13.07,3177,2724,6180,5301
"Pike County, OH", OH,Pike County OH,63.45401347,17.4,0.083623,29.9,52.7,75,54.3,27.4,1025,74.75,27772,37443,19.1,5.1,13.01,3246,2720,6204,4949
"Pike County, PA", PA,Pike County PA,123.6945804,9.3,0.313703,23.8,46,69.4,49.2,31.8,2639,81.12,55809,47864,9.2,5.9,15.26,3690,2729,11784,4428
"Pima County, AZ", AZ,Pima County AZ,478.147697,14.9,0.576978,51.3,64.9,84.9,69.2,33.8,38308,79.46,1047279,44028,14,4.5,14.14,3792,2763,7416,5940
"Pinal County, AZ", AZ,Pinal County AZ,196.481315,11.1,0.569087,52.3,67.8,89.8,72,37,14400,80.17,462789,30644,12.1,4.9,15.76,3792,2763,10164,6551
"Pine County, MN", MN,Pine County MN,202.7212754,10.2,0.187391,9.8,41.6,67.3,44,34.9,1255,79.3,29579,37067,11.6,4.4,13.7,3246,2696,6216,6405
"Pinellas County, FL", FL,Pinellas County FL,550.6712247,11.1,0.40487,60.6,71.6,82.6,75.7,31.6,34064,78.89,974996,53455,11.4,4.5,15.08,3177,2792,11220,4375
"Pipestone County, MN", MN,Pipestone County MN,21.57497303,9.2,0.167245,13.3,45,71.4,46.5,32.9,189,80.33,9126,58004,11.1,5.8,13.36,3246,2696,5652,6255
"Piscataquis County, ME", ME,Piscataquis County ME,210.2312544,14.6,0.079928,13.1,39.6,66.5,44.6,31.1,391,78.03,16785,38427,16.5,3.6,13.8,3690,2634,6336,6926
"Pitkin County, CO", CO,Pitkin County CO,155.3599171,6.4,0.241631,20.4,38.6,62.2,42.4,19.1,1176,86.52,17767,149207,6.2,3.4,16.8,3792,2810,12348,6494
"Pitt County, NC", NC,Pitt County NC,399.3963148,17.1,0.555853,42.1,61.1,80.3,62.2,32.8,5946,77.45,180742,41191,19.2,5.8,13.84,3177,2728,7392,5684
"Pittsburg County, OK", OK,Pittsburg County OK,246.0684965,16.5,0.47289,40.4,61.9,82.8,63.8,32.7,1273,74.46,43654,38551,19.7,4.1,12.88,3177,2646,5808,5353
"Pittsylvania County, VA", VA,Pittsylvania County VA,49.65879601,14,0.399682,36.2,56.1,76.5,57.2,33.1,1933,75.94,60354,38497,15.1,4.8,13.14,3177,2866,6048,5436
"Piute County, UT", UT,Piute County UT,162.0214508,15.3,0.181427,26.8,45.5,68.9,47.6,30.2,30,78.37,1479,33716,15.7,3.4,13.07,3792,2694,6036,5150
"Placer County, CA", CA,Placer County CA,185.130231,6.5,0.417471,39.7,48.2,70.7,55.8,36.8,13573,81.46,398329,66700,6.6,4.5,16.99,3792,2545,11424,8076
"Plaquemines Parish, LA", LA,Plaquemines Parish LA,165.6050955,16.6,0.506809,53.6,68.3,82.5,71.7,29.2,678,76.84,23197,49376,15.1,3.6,15.01,3177,3042,9348,5854
"Platte County, MO", MO,Platte County MO,100.7394706,5.4,0.304274,28.8,54.8,78.3,56.4,30.6,3183,80.39,104418,58878,5.3,5.1,14.55,3246,2681,8136,6263
"Platte County, NE", NE,Platte County NE,70.75834487,6.6,0.299019,23.1,50.7,76.6,52,37.4,651,80.68,33470,49386,9,3.4,13.17,3246,2783,5928,5495
"Platte County, WY", WY,Platte County WY,45.63605248,9.9,0.197897,26.5,44.2,70.9,46.7,32.1,233,78.82,8393,48442,11.5,3.7,12.45,3792,2570,6408,3611
"Pleasants County, WV", WV,Pleasants County WV,39.59350666,13,0.07029,30,52.2,73.8,54,26.8,303,76.47,7460,43883,13,4.4,13.41,3177,2662,6888,5372
"Plumas County, CA", CA,Plumas County CA,572.6708733,13.5,0.279941,31.6,44.3,65.8,49.6,45.3,806,78.33,18807,53599,13.2,4.3,13.9,3792,2545,7428,5633
"Plymouth County, IA", IA,Plymouth County IA,52.0895941,6,0.107461,17.8,47.7,73.5,49.7,36.1,514,80.64,25177,57589,7.2,5.6,13.19,3246,2791,5376,6092
"Plymouth County, MA", MA,Plymouth County MA,365.0020422,7.2,0.2801,28.3,46.8,71.8,52.1,27.5,26154,79.63,521202,67505,7.4,3,18.09,3690,3048,16529,5249
"Pocahontas County, IA", IA,Pocahontas County IA,167.7383282,10.2,0.105779,16.9,47.8,73.3,49.8,37.8,148,79.89,6619,52699,10.1,4.8,13.55,3246,2791,5964,6243
"Pocahontas County, WV", WV,Pocahontas County WV,276.8485408,18.1,0.076029,25.6,46.1,67,48.8,20,354,76.67,8247,38172,16.1,6.6,12.88,3177,2662,5988,5169
"Poinsett County, AR", AR,Poinsett County AR,360.3230483,21.2,0.222089,36.7,59.8,80.2,61.1,26.2,545,72.14,23528,32315,23.1,7.8,13.15,3177,2633,5700,6053
"Pointe Coupee Parish, LA", LA,Pointe Coupee Parish LA,480.0213343,17.3,0.502885,50.2,67.3,82.9,69,25.6,750,75.81,21730,44366,20,3.3,14.3,3177,3042,8136,5589
"Polk County, AR", AR,Polk County AR,289.1306478,18.1,0.204895,39.2,59.1,78.7,60.2,34.3,531,75.6,19964,30751,20.2,3.6,12.74,3177,2633,5016,5882
"Polk County, FL", FL,Polk County FL,348.309575,14.4,0.544458,61.3,72.1,82.8,75.8,30.1,28647,77.96,724777,35463,14,7.1,13.49,3177,2792,8376,3914
"Polk County, GA", GA,Polk County GA,427.3608042,16.3,0.443599,40,59.3,78.3,60.2,27.2,1092,73.53,42613,32368,16.2,3.5,13.51,3177,2713,6612,5795
"Polk County, IA", IA,Polk County IA,312.8341713,11.5,0.352144,21.6,50.9,75.5,52.4,30.3,15876,78.97,490161,53215,10.1,4.1,14.32,3246,2791,7236,6570
"Polk County, MN", MN,Polk County MN,259.7484874,10.6,0.200067,5.9,41.6,68,43,35.9,918,78.94,31364,48820,10.8,3.1,14.08,3246,2696,6840,6571
"Polk County, MO", MO,Polk County MO,413.2498224,15.6,0.113658,32,55.6,77.9,56.9,29.5,670,76.57,32149,33703,19.6,4,13.4,3246,2681,6216,5784
"Polk County, NC", NC,Polk County NC,78.38910391,12,0.216658,40.4,59.1,77.9,60.1,36.6,556,78.94,20724,45291,12.1,4.6,13.46,3177,2728,6768,5531
"Polk County, NE", NE,Polk County NE,98.81473579,7.3,0.096132,22.9,49.2,75,51.1,38.5,88,80.64,5213,51004,6.9,6.5,12.89,3246,2783,5460,5385
"Polk County, OR", OR,Polk County OR,235.695497,11.1,0.347223,39.3,47.1,64.2,51.8,36.4,2639,80.49,86085,41379,9.4,6.1,15.24,3792,2395,8508,7508
"Polk County, TN", TN,Polk County TN,299.5805872,12.4,0.08168,37.8,55.2,75.2,57.2,31.1,512,74.55,16832,33772,15.3,3.7,12.35,3177,2813,6312,3583
"Polk County, TX", TX,Polk County TX,205.2849967,15,0.455449,50.1,67.1,84.2,69,29.1,1602,72.75,51353,39438,16.7,2.4,12.25,3177,2760,6192,3555
"Polk County, WI", WI,Polk County WI,216.211243,8.9,0.085499,12.8,45.4,71,47.3,35.6,1750,79.76,43783,46514,8.6,2.8,13.74,3246,2754,6564,6072
"Pondera County, MT", MT,Pondera County MT,128.8037353,18.5,0.322565,23.6,42.9,66.1,44.7,35.6,132,78.88,5911,42363,17.5,2.8,13.48,3792,2450,5904,6391
"Pontotoc County, MS", MS,Pontotoc County MS,142.4086481,12.8,0.370784,40.1,60.4,79.3,61.7,29.3,1156,76.97,32174,32996,15.9,3.2,12.98,3177,2724,6024,5264
"Pontotoc County, OK", OK,Pontotoc County OK,513.2659507,14.4,0.498411,39,60.5,82.7,62.4,28.2,1000,74.67,38284,43148,13.9,3,12.85,3177,2646,5772,5344
"Pope County, AR", AR,Pope County AR,254.208835,14.1,0.264304,39.7,61.4,81.6,61.9,26.5,1637,76.81,64072,35261,16.9,2.5,13.19,3177,2633,5760,6067
"Pope County, IL", IL,Pope County IL,255.3027228,15.6,0.185116,35.5,58.9,78.6,59.8,36.9,130,77.98,4177,30306,16.9,5.4,12.89,3246,2862,5688,5082
"Pope County, MN", MN,Pope County MN,73.17965606,7.9,0.056918,12.4,45.5,70.9,47,40.7,290,80.92,11249,52091,8.9,3.4,13.53,3246,2696,5928,6328
"Poquoson city, VA", VA,Poquoson City VA,107.4025116,4.7,0.141123,39.8,57.9,79.1,61.2,26.8,261,79.73,12271,59113,5.3,3.4,16.33,3177,2866,11424,6693
"Portage County, OH", OH,Portage County OH,82.99666793,9.9,0.176332,23.1,46.6,69.8,49.8,26.8,6229,78.88,162466,44055,11.9,3.7,13.29,3246,2720,6684,5048
"Portage County, WI", WI,Portage County WI,105.1435067,8.3,0.148057,15.4,44.3,69.8,46.6,29.1,2016,80.89,70772,45886,11.8,3.7,14.19,3246,2754,7320,6264
"Porter County, IN", IN,Porter County IN,105.0691355,8.6,0.274087,24.1,49.1,72.6,52.6,30.1,6767,78.72,170389,53130,8.1,3,13.49,3246,2848,7164,4870
"Portsmouth city, VA", VA,Portsmouth City VA,481.2639676,15.3,0.553946,41.5,59.4,80.7,63.4,36.3,4273,74.78,94398,41169,18.5,3.1,16.33,3177,2866,11424,6693
"Posey County, IN", IN,Posey County IN,39.23722828,9.3,0.066524,33.1,56.8,79,58.9,33.3,632,78.93,25427,48180,8.6,4.7,13.27,3246,2848,6780,4789
"Pottawatomie County, KS", KS,Pottawatomie County KS,242.3868494,6.9,0.188138,27.9,53.4,78.1,55.4,31.4,520,79.64,24383,52564,7.2,4,14.78,3246,2543,9024,5987
"Pottawatomie County, OK", OK,Pottawatomie County OK,473.593974,16,0.433827,39,61,83.1,62.7,33.2,1975,74.89,72592,37456,14.8,2.8,13.27,3177,2646,6468,5509
"Pottawattamie County, IA", IA,Pottawattamie County IA,873.5225606,9.2,0.20064,21.4,49.6,74.5,52,35.3,2478,77.86,93206,45604,11,4.3,14.78,3246,2791,7800,6960
"Potter County, PA", PA,Potter County PA,142.8816369,12.2,0.056931,21.7,43.9,66.3,47.1,25.6,669,78.84,16526,42819,11.7,4.2,12.76,3690,2729,7308,3703
"Potter County, SD", SD,Potter County SD,83.54218881,9.4,0.087393,15.2,44.4,72.5,46.2,34.2,33,79.79,2153,70768,10.4,5.9,12.36,3246,2831,6108,3587
"Potter County, TX", TX,Potter County TX,592.6303417,20.8,0.62912,36.2,55.2,77.4,57.5,30.1,2961,73.91,117415,43945,20.3,2.5,12.79,3177,2760,7152,3711
"Powder River County, MT", MT,Powder River County MT,222.4670289,12.6,0.105957,23.7,44.9,71.4,46.3,40,30,79.64,1682,32479,13.8,2.7,13.5,3792,2450,5928,6397
"Powell County, KY", KY,Powell County KY,56.02689291,20.5,0.062677,32.1,53.6,74.4,54.9,24.4,372,71.6,12359,31498,21.5,4,12.99,3177,3022,5496,5519
"Powell County, MT", MT,Powell County MT,214.5002145,16.5,0.177987,21.5,40.3,62.4,41,31.1,137,77.54,6890,39771,16.3,2.7,13.48,3792,2450,5904,6391
"Power County, ID", ID,Power County ID,142.5055059,12.4,0.484552,24.1,45,69.3,47.1,31.4,168,78.37,7681,36667,13.1,3.4,14.32,3792,2470,7416,6607
"Poweshiek County, IA", IA,Poweshiek County IA,225.7943121,11.6,0.135515,19.4,47.3,72.5,49.7,29.9,480,79.83,18504,46950,11.6,2.8,13.78,3246,2791,6348,6342
"Powhatan County, VA", VA,Powhatan County VA,53.08043455,5.3,0.288881,34.9,56.2,76.6,55.3,30.6,677,80.08,29652,56607,5.4,2.8,15.95,3177,2866,10788,6544
"Prairie County, AR", AR,Prairie County AR,95.53379508,14.5,0.255583,39.5,62.2,82.1,62.8,27.8,193,76.1,8062,35935,15,2.4,13.04,3177,2633,5508,6005
"Prairie County, MT", MT,Prairie County MT,169.6352841,12.8,0.129599,17,43.5,70.6,44.4,35,32,79.19,1077,44739,13.1,2.5,14.34,3792,2450,7320,6764
"Pratt County, KS", KS,Pratt County KS,364.4462442,9.6,0.19898,31.1,54,79.3,56.7,36.9,178,78.39,9164,47327,11.2,4,13.38,3246,2543,6648,5446
"Preble County, OH", OH,Preble County OH,93.45346497,8.8,0.06273,25.9,50.7,73.9,53.3,30.2,1418,77.41,40882,40607,8.9,2.8,13.02,3246,2720,6216,4951
"Prentiss County, MS", MS,Prentiss County MS,184.450834,16.5,0.287823,38.4,59.4,78.9,60.5,33.3,779,75.92,25126,30743,15.7,2.4,12.9,3177,2724,5904,5236
"Presidio County, TX", TX,Presidio County TX,13.88696014,19.4,0.304701,46.6,66.4,81.1,66.6,16.3,476,83.72,6704,42848,19.2,3.1,12.34,3177,2760,6348,3580
"Presque Isle County, MI", MI,Presque Isle County MI,91.86954525,13.1,0.074202,20,42.1,68.5,48,33.5,549,79.7,12592,39004,10.8,2.6,12.77,3246,2594,5940,4832
"Preston County, WV", WV,Preston County WV,268.7616291,15.7,0.064606,27.3,48.7,69.3,51.1,22.7,1131,77.17,33432,35686,14.3,4.4,14.61,3177,2662,8916,5831
"Price County, WI", WI,Price County WI,79.69859441,11.2,0.087483,11.3,41.2,66.6,43.8,34.9,424,79.2,13351,45320,14.9,2.2,13.28,3246,2754,5808,5881
"Prince Edward County, VA", VA,Prince Edward County VA,127.1818262,23.6,0.502044,36.4,57.3,77.6,57.8,25.1,652,76.98,22802,31890,20.6,3.4,13.9,3177,2866,7332,5736
"Prince George County, VA", VA,Prince George County VA,85.89912222,8.2,0.569355,39,56.6,78.3,58.6,33.2,969,79.41,38353,38779,8.3,2.9,15.95,3177,2866,10788,6544
"Prince George's County, MD", MD,Prince George's County MD,555.679764,9.5,0.526125,33.7,54.8,77.8,57.1,27.8,41397,81.48,909327,49420,8.7,3,19.82,3177,3001,17484,7761
"Prince William County, VA", VA,Prince William County VA,146.8375211,4.9,0.681277,33.5,54.4,78.2,56.4,27.3,16028,80.99,470335,54740,6.1,2.4,19.92,3177,2866,17484,8110
"Providence County, RI", RI,Providence County RI,348.8705059,12.4,0.519916,26,47.1,71.2,51.2,25.8,32616,79.26,638931,48137,14,4.4,14.73,3690,2879,9528,5422
"Prowers County, CO", CO,Prowers County CO,154.5846554,16.2,0.493042,29.2,52.1,77.6,53.2,36.1,276,77.69,12172,42259,18.2,2.8,13.83,3792,2810,7308,5343
"Pueblo County, CO", CO,Pueblo County CO,501.7002063,14.1,0.536856,31.8,49.8,74.5,52.2,38.8,6318,77.5,168424,39511,17.8,4.2,13.99,3792,2810,7584,5406
"Pulaski County, AR", AR,Pulaski County AR,959.9165823,15.3,0.572213,41,62.4,82.6,63.8,30.1,14044,76.48,391911,51185,14.6,3.5,14.34,3177,2633,7680,6546
"Pulaski County, GA", GA,Pulaski County GA,337.8963784,20.4,0.502412,45.6,63,80.8,64.8,31.1,179,76.85,11137,30358,20.7,3,13.11,3177,2713,5952,5631
"Pulaski County, IL", IL,Pulaski County IL,338.5240352,20.4,0.490321,33.8,56.5,78.5,59,40,206,74.72,5335,36146,22,4.5,13.76,3246,2862,7152,5424
"Pulaski County, IN", IN,Pulaski County IN,215.2687015,11.2,0.100371,23.7,49.5,73,52.6,29.7,388,77.21,12353,43522,11.2,3.1,12.82,3246,2848,6000,4625
"Pulaski County, KY", KY,Pulaski County KY,118.9228097,19.1,0.102327,34.5,55.8,75.3,56.6,30.7,1888,75.19,64979,37024,22.5,2.9,12.73,3177,3022,5064,5413
"Pulaski County, MO", MO,Pulaski County MO,396.2938156,12.5,0.476335,30.9,54.8,75.8,55.8,37.1,822,76.26,52607,40512,14.6,2.8,13.26,3246,2681,5988,5728
"Pulaski County, VA", VA,Pulaski County VA,208.6533167,12.5,0.164986,33,51.9,72.3,53.6,34.2,1268,75.56,34027,40443,14.6,8.7,13.93,3177,2866,7380,5747
"Pushmataha County, OK", OK,Pushmataha County OK,204.7538503,17.4,0.433283,40,60.4,80.8,62.2,26.4,298,73.94,11096,31395,23.9,3.2,12.61,3177,2646,5364,5247
"Putnam County, FL", FL,Putnam County FL,717.8582747,24.3,0.445197,56.5,69.6,82.4,73.4,28.3,2092,74.85,74521,31773,22.4,3.1,12.97,3177,2792,7440,3762
"Putnam County, GA", GA,Putnam County GA,533.4331571,16.3,0.497584,44.6,62,81.3,64,26.6,539,77.12,22119,41839,15.1,3,14.26,3177,2713,7860,6106
"Putnam County, IL", IL,Putnam County IL,34.47681434,7.3,0.136038,23,50.8,74.6,53,38,244,79.78,5739,58869,7.6,4.6,13.21,3246,2862,6228,5208
"Putnam County, IN", IN,Putnam County IN,45.32728969,11.3,0.147752,25.7,51.2,73,53.1,29.7,1018,78.36,37576,37479,10.5,3,13.3,3246,2848,6840,4802
"Putnam County, MO", MO,Putnam County MO,274.9917919,15.2,0.055006,23.7,50.8,76.1,53.1,28.3,100,77.73,4696,33945,15.7,3.2,12.73,3246,2681,5112,5509
"Putnam County, NY", NY,Putnam County NY,41.14606854,5.7,0.318249,25.1,48.2,70.1,50.3,26.3,3785,81.83,98320,65833,5.2,3,21.77,3690,2935,19980,9568
"Putnam County, OH", OH,Putnam County OH,44.00375499,6.5,0.131644,25.4,49.7,73.2,52.5,30.5,1051,80.03,33861,50059,7.2,3.8,13.01,3246,2720,6204,4949
"Putnam County, TN", TN,Putnam County TN,443.3866032,17,0.19837,35,55.6,75.8,57.4,23.6,2309,76.41,80245,39509,16.1,4.8,12.52,3177,2813,6624,3634
"Putnam County, WV", WV,Putnam County WV,321.270962,9.9,0.081809,33.4,54.5,75.4,56.8,29.2,2005,77.41,56450,46941,8.9,2.4,13.87,3177,2662,7656,5546
"Quay County, NM", NM,Quay County NM,311.7063034,22,0.539621,37.4,56.3,77.8,58,29.2,229,76.02,8253,38223,21.7,2.7,13.64,3792,2982,6468,5628
"Queen Anne's County, MD", MD,Queen Anne's County MD,191.6853886,6.9,0.238473,33,54.2,77.4,56.9,27.8,1490,79.83,50381,64810,6,5.5,15.84,3177,3001,10764,6215
"Queens County, NY", NY,Queens County NY,630.3962024,10.3,0.742224,32.8,52,76.6,57.6,22.3,137723,81.82,2253858,49777,11,2.7,21.77,3690,2935,19980,9568
"Quitman County, GA", GA,Quitman County GA,549.2184199,23.1,0.522013,46.8,64.2,80.9,66,22.2,52,75.81,2299,30902,22.8,4.5,13.23,3177,2713,6156,5682
"Quitman County, MS", MS,Quitman County MS,184.450834,29.9,0.436648,40.4,62.4,82.1,63.9,30,256,71.48,6792,27088,35,3.8,12.9,3177,2724,5904,5236
"Rabun County, GA", GA,Rabun County GA,190.9454881,13.8,0.218352,36.5,54,71.4,55.6,27.5,384,77.48,17137,41128,13,4.1,13.31,3177,2713,6276,5712
"Racine County, WI", WI,Racine County WI,248.1529525,9.4,0.430525,21,45.3,71.2,50.2,33.7,7051,78.99,196311,49749,12.4,4.8,13.86,3246,2754,6768,6124
"Radford city, VA", VA,Radford City VA,471.3687151,24.6,0.287826,30.3,50.2,72.4,52.2,29.4,535,77.85,18249,37759,30.5,5.2,15.22,3177,2866,9564,6258
"Rains County, TX", TX,Rains County TX,189.7876186,13.6,0.247261,43.6,62.9,82.3,65.1,31.1,283,76.72,12514,33602,13.4,3.4,12.27,3177,2760,6216,3559
"Raleigh County, WV", WV,Raleigh County WV,470.6150977,21.8,0.223572,30.4,51,70.7,52.4,28.1,2724,75.17,73361,41115,17.4,4.1,13.91,3177,2662,7728,5562
"Ralls County, MO", MO,Ralls County MO,78.49293564,11.4,0.081765,27.7,54.2,77.8,56.2,25.9,251,79.2,10309,40698,10,4.8,13.15,3246,2681,5796,5680
"Ramsey County, MN", MN,Ramsey County MN,462.49008,12.6,0.538819,16,47.9,73.5,49.4,27.2,20064,79.98,550321,54934,12.4,3.4,15.91,3246,2696,9840,7368
"Ramsey County, ND", ND,Ramsey County ND,129.8251688,12.2,0.257729,5.4,41.4,68.2,42.2,36.8,256,78.38,11519,47425,12.3,4.6,13.11,3246,2632,7308,4135
"Randall County, TX", TX,Randall County TX,503.6608315,9.6,0.396495,36.4,56.5,78.5,58.7,37.1,3246,79.01,137713,47966,9,4.2,12.79,3177,2760,7152,3711
"Randolph County, AL", AL,Randolph County AL,268.4032208,17.5,0.39737,42.5,61.2,78.6,61.4,28.2,447,74.65,22722,32411,17.5,3.1,12.81,3177,2889,5688,5089
"Randolph County, AR", AR,Randolph County AR,28.26136107,16.3,0.091164,34.8,58.3,79.5,59.4,32.9,439,76.05,17958,33486,17.3,3.3,13.04,3177,2633,5508,6005
"Randolph County, GA", GA,Randolph County GA,125.052105,27.4,0.496482,45.8,62.8,79.9,64.8,28.5,147,74.9,6778,33238,25.3,4.1,13.23,3177,2713,6156,5682
"Randolph County, IL", IL,Randolph County IL,100.3344482,12,0.249495,31.3,55.8,78.2,57.4,33.7,978,77.68,31782,36905,12.7,5.3,12.9,3246,2862,5700,5085
"Randolph County, IN", IN,Randolph County IN,23.41280681,12.4,0.103878,25.4,50.2,73,52.8,29.7,735,77.81,24665,38491,13.3,5.5,12.82,3246,2848,6000,4625
"Randolph County, MO", MO,Randolph County MO,168.40417,12.1,0.193003,28,54.7,76.8,55.9,35.5,605,76.33,24748,39903,16.5,4.1,13.07,3246,2681,5664,5647
"Randolph County, NC", NC,Randolph County NC,165.5245937,14.2,0.337266,39.9,59.4,78,60,32.3,4725,77.1,143667,37017,14.1,3.6,14.34,3177,2728,8232,5891
"Randolph County, WV", WV,Randolph County WV,435.1521333,15.2,0.074161,26.5,47.1,67.5,49.6,19.7,1134,76.9,28695,36533,16.8,4.8,13.06,3177,2662,6288,5237
"Rankin County, MS", MS,Rankin County MS,83.12495316,10,0.391355,46.4,64.4,81.4,65.3,33.8,3949,78.4,155271,44661,11.1,4.2,14.43,3177,2724,8484,5840
